Team-ID,Time-Stamp,PacketCount,Altitude,Pressure,Temperature,Voltage,GpsTime,GpsLatitude,GpsLongitude,GpsAltitude,GpsSats,a_x,a_y,a_z,gyro_x,gyro_y,gyro_z,FSW_State
2022ASI-002,05:17:23,1,0,99620.84375,43.42353058,8.781421,05:17:23,23.11549234,72.50129541,0,4,0.029042959,0.009312987,0.967568398,36.487957,-23.2592926,-7.475755215,Ascent
2022ASI-002,05:17:23,2,0.6254886,99614.54015,43.41834567,8.015309071,05:17:23,23.11739264,72.50783558,0.5823148,3,0.030338372,0.009532955,0.984180705,36.87951521,-23.31512712,-7.56707393,Ascent
2022ASI-002,05:17:24,3,1.244317601,99608.22125,43.41322927,8.486042928,05:17:24,23.11578281,72.50580398,1.194111029,3,0.02911882,0.009581734,0.98042753,36.74223435,-23.39860601,-7.623800377,Ascent
2022ASI-002,05:17:24,4,1.867728257,99602.06216,43.40821805,8.196674168,05:17:24,23.1177944,72.50338982,1.828662595,2,0.030554016,0.009775271,0.980204868,36.8290248,-23.71866323,-7.481111779,Ascent
2022ASI-002,05:17:24,5,2.490348664,99595.75143,43.40311639,8.206197884,05:17:24,23.11575989,72.50453886,2.469658171,2,0.030348288,0.009649659,0.984793282,36.49684286,-23.27180177,-7.594426223,Ascent
2022ASI-002,05:17:25,6,3.112345136,99589.40574,43.39794676,7.751336804,05:17:25,23.11581571,72.50710455,3.089101467,4,0.029703593,0.009542871,0.982668057,36.97251719,-23.65552116,-7.564924227,Ascent
2022ASI-002,05:17:25,7,3.725721542,99583.28148,43.39275201,8.476775002,05:17:25,23.11588597,72.50667751,3.703601548,2,0.030174208,0.009521065,0.985756029,36.63090195,-23.28884579,-7.498469634,Ascent
2022ASI-002,05:17:25,8,4.350158457,99577.13984,43.38776214,8.697606493,05:17:25,23.11659954,72.50619441,4.341597039,4,0.029320229,0.009700652,0.98529253,36.54467817,-23.45723927,-7.517121797,Ascent
2022ASI-002,05:17:26,9,4.964352103,99570.74961,43.3827847,8.173438256,05:17:26,23.11663051,72.50586203,4.95823107,4,0.031255391,0.009364909,0.969433584,36.97141134,-23.28017536,-7.533438197,Ascent
2022ASI-002,05:17:26,10,5.5808556,99564.59239,43.37769529,7.613747551,05:17:26,23.11676723,72.50232173,5.586175927,4,0.030613035,0.009378626,0.985564007,36.73166088,-23.66117193,-7.600392275,Ascent
2022ASI-002,05:17:26,11,6.192470995,99558.30605,43.37252065,8.100149381,05:17:26,23.11613913,72.50636354,6.210759272,2,0.030309518,0.009581619,0.97813691,36.82246639,-23.48531532,-7.549748895,Ascent
2022ASI-002,05:17:26,12,6.828241433,99552.13365,43.36742792,8.153669826,05:17:26,23.11697704,72.50167912,6.844232344,3,0.030065716,0.009473919,0.980208339,36.61414993,-23.56032048,-7.489301967,Ascent
2022ASI-002,05:17:27,13,7.4461012,99545.959,43.3624435,8.07013779,05:17:27,23.11778097,72.50328334,7.472825606,4,0.030575616,0.009726416,0.984969106,36.65664852,-23.62619981,-7.561384901,Ascent
2022ASI-002,05:17:27,14,8.085600469,99539.71833,43.35748103,7.623758634,05:17:27,23.11641579,72.5041063,8.101578083,4,0.029098274,0.009601338,0.97249951,36.7441486,-23.70447607,-7.498847439,Ascent
2022ASI-002,05:17:27,15,8.705594615,99533.52407,43.35235349,7.796580144,05:17:27,23.11745628,72.50251914,8.725501723,3,0.031115347,0.009635246,0.968775793,36.58453027,-23.44085062,-7.48035022,Ascent
2022ASI-002,05:17:28,16,9.316711552,99527.33994,43.34732455,7.89965348,05:17:28,23.11648246,72.50694576,9.341408045,4,0.029579908,0.00976021,0.983024488,36.60290553,-23.50823403,-7.529158842,Ascent
2022ASI-002,05:17:28,17,9.949172085,99521.01938,43.34235224,8.672053528,05:17:28,23.11645917,72.50202018,9.969394181,4,0.029806487,0.00965534,0.980816015,37.06269892,-23.42085798,-7.555113164,Ascent
2022ASI-002,05:17:28,18,10.57163382,99514.79016,43.33732479,8.309733884,05:17:28,23.11628055,72.50321283,10.60001131,2,0.03089236,0.009470308,0.972888742,36.52134129,-23.53532215,-7.598306225,Ascent
2022ASI-002,05:17:29,19,11.19697486,99508.6286,43.3322871,7.586875308,05:17:29,23.11774842,72.50381035,11.22318392,4,0.031409477,0.009390459,0.983196325,36.57887992,-23.38417963,-7.547830095,Ascent
2022ASI-002,05:17:29,20,11.82366318,99502.28299,43.32711732,8.77127763,05:17:29,23.11623228,72.50375994,11.84856803,3,0.031191679,0.009721412,0.983261117,36.95966908,-23.56084286,-7.572235721,Ascent
2022ASI-002,05:17:29,21,12.44684628,99495.93108,43.32192842,8.252301505,05:17:29,23.11739007,72.50509679,12.47490745,3,0.029473907,0.009536407,0.971152906,36.76718851,-23.60714272,-7.482944792,Ascent
2022ASI-002,05:17:30,22,13.07540441,99489.70687,43.31674994,8.227148636,05:17:30,23.11675384,72.50396534,13.0888173,4,0.030089609,0.009633097,0.975515865,36.93254005,-23.56441808,-7.561507157,Ascent
2022ASI-002,05:17:30,23,13.69363943,99483.42978,43.31158718,8.339226175,05:17:30,23.11733948,72.50468541,13.70589746,2,0.030260376,0.009313525,0.985172413,37.06143449,-23.54277077,-7.563907487,Ascent
2022ASI-002,05:17:30,24,14.33219899,99477.14729,43.30643739,8.732292833,05:17:30,23.11573006,72.50543527,14.34706865,3,0.031421484,0.009597636,0.967764677,36.69620734,-23.38110144,-7.528574615,Ascent
2022ASI-002,05:17:31,25,14.9568454,99470.80912,43.30124114,8.508457375,05:17:31,23.11748367,72.50837517,14.9859395,3,0.029519506,0.009666871,0.97538156,36.75957427,-23.27182118,-7.62496027,Ascent
2022ASI-002,05:17:31,26,15.57909835,99464.63277,43.29619095,8.575712613,05:17:31,23.11583714,72.5048007,15.60410414,2,0.0313649,0.009656157,0.968806102,37.08751569,-23.68292441,-7.525457654,Ascent
2022ASI-002,05:17:31,27,16.20757632,99458.22316,43.29109998,8.456356335,05:17:31,23.1166196,72.50430506,16.22527244,3,0.029048776,0.009578905,0.975082242,37.15005862,-23.43987765,-7.62347359,Ascent
2022ASI-002,05:17:32,28,16.81796264,99452.03279,43.28594292,7.934309956,05:17:32,23.11750553,72.50813767,16.84424746,3,0.029981447,0.009400866,0.983265904,36.56718197,-23.39290942,-7.604949924,Ascent
2022ASI-002,05:17:32,29,17.45755378,99445.63576,43.28073851,7.878518311,05:17:32,23.11720763,72.506698,17.48516726,2,0.031858362,0.009438222,0.980475511,36.50672133,-23.26712622,-7.567428948,Ascent
2022ASI-002,05:17:32,30,18.09669763,99439.28828,43.27576127,8.550028562,05:17:32,23.11766348,72.50523275,18.10827146,2,0.031400096,0.009487768,0.986368009,36.7437355,-23.62929295,-7.587411566,Ascent
2022ASI-002,05:17:32,31,18.72349813,99432.99844,43.27057023,7.773194472,05:17:32,23.11706267,72.5052515,18.74280107,4,0.031843329,0.00955703,0.976614219,36.68851766,-23.59619086,-7.618290437,Ascent
2022ASI-002,05:17:33,32,19.33741661,99426.7569,43.26550856,7.983893017,05:17:33,23.11550721,72.50681299,19.36696562,4,0.031437901,0.009557974,0.970438193,36.59415754,-23.5521826,-7.617422826,Ascent
2022ASI-002,05:17:33,33,19.95589708,99420.57446,43.26037791,8.646332159,05:17:33,23.11569042,72.50443076,19.97925768,3,0.030261566,0.009503512,0.97465711,36.73015678,-23.57867744,-7.505057022,Ascent
2022ASI-002,05:17:33,34,20.59664908,99414.19048,43.25527512,8.623938643,05:17:33,23.11774354,72.50548143,20.60272754,4,0.03121541,0.009502736,0.979330936,36.68342512,-23.6655187,-7.597123816,Ascent
2022ASI-002,05:17:34,35,21.23129146,99407.98391,43.25012035,8.089493626,05:17:34,23.11589986,72.5060075,21.21495658,4,0.031448552,0.009439099,0.974561768,37.05242133,-23.44348869,-7.521643325,Ascent
2022ASI-002,05:17:34,36,21.86993537,99401.69113,43.2451264,8.164670283,05:17:34,23.11557844,72.50200609,21.84629353,2,0.029212833,0.009563699,0.979174968,37.13195643,-23.35324347,-7.507646652,Ascent
2022ASI-002,05:17:34,37,22.48911427,99395.53953,43.24010661,8.661285102,05:17:34,23.11573881,72.50281293,22.46175424,4,0.029336096,0.009591047,0.968906925,36.61680071,-23.45318678,-7.579728899,Ascent
2022ASI-002,05:17:35,38,23.11397548,99389.41161,43.23503342,8.133689043,05:17:35,23.11659367,72.50619488,23.09810815,4,0.031299557,0.009465331,0.984684185,37.16516553,-23.58975412,-7.51366304,Ascent
2022ASI-002,05:17:35,39,23.73694,99383.16787,43.22996259,7.732862525,05:17:35,23.11702067,72.50571779,23.71441568,2,0.0318096,0.009426014,0.970155662,36.94130331,-23.44033207,-7.507823681,Ascent
2022ASI-002,05:17:35,40,24.35755935,99376.77028,43.22498832,8.770088563,05:17:35,23.11623246,72.50336575,24.3533278,3,0.029835516,0.009361421,0.981961763,36.71168029,-23.38602319,-7.610689289,Ascent
2022ASI-002,05:17:36,41,24.99476476,99370.45322,43.21995765,8.225029338,05:17:36,23.11669374,72.50557577,24.97462454,2,0.0291139,0.009353666,0.974089395,36.56419208,-23.45964937,-7.55974453,Ascent
2022ASI-002,05:17:36,42,25.6272091,99364.14788,43.21499053,8.741933641,05:17:36,23.11629201,72.5066958,25.61206602,4,0.029640006,0.009723437,0.974125578,36.81944414,-23.66856859,-7.584838203,Ascent
2022ASI-002,05:17:36,43,26.26434039,99357.98735,43.20978561,7.652753339,05:17:36,23.11729282,72.50739737,26.24662535,4,0.030905361,0.009568748,0.972138974,37.00545454,-23.60578592,-7.581510191,Ascent
2022ASI-002,05:17:37,44,26.89916294,99351.81385,43.20464371,7.602212027,05:17:37,23.11605639,72.50371842,26.88669741,2,0.031562644,0.009566369,0.969977726,36.97599155,-23.48958895,-7.482893426,Ascent
